;City;Place_ID;Place_Name;Cuisine;Address;Phone Number;Price level;Avg rating;Amount of ratings;Vegetarian;Beer;Wine;Opening Hours;tags
96;Gdańsk;ChIJXUkwA7hz_UYRtmYVncCTUMk;Kebab Azmiri;['turkish'];Związkowa 8, 80-057 Gdańsk, Poland;+48 452 034 858;2.0;4.4;132;False;False;False;[{'close': {'day': 1, 'time': '0000'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 2, 'time': '0000'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 3, 'time': '0000'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 4, 'time': '0000'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 5, 'time': '0000'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 6, 'time': '0100'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 0, 'time': '0100'}, 'open': {'day': 6, 'time': '1000'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
97;Gdańsk;ChIJKREd9Zt1_UYR0dhr8SoptTA;Kebab DRWAL;['turkish'];Warneńska 8c, 80-288 Gdańsk, Poland;+48 505 506 636;2.0;4.8;2414;False;False;False;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
98;Gdańsk;ChIJxbprrO51_UYRMXlk2zEEzz4;Kebab DRWAL;['turkish'];Śląska 17a, 80-384 Gdańsk, Poland;+48 505 506 900;2.0;4.7;11197;False;False;False;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'meal_delivery', 'point_of_interest', 'food', 'establishment']
99;Gdynia;ChIJS3bj5fan_UYRYOGwABXgY2w;Kebab hut;['turkish'];Morska 93, 81-222 Gdynia, Poland;+48 516 811 676;2.0;4.0;76;True;False;False;[{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1100'}}];['restaurant', 'point_of_interest', 'food', 'establishment']
100;Gdańsk;ChIJ463WsAN1_UYR4UUF3PQK2iA;Koku Sushi Wrzeszcz Gdańsk;['japanese', 'sushi'];Partyzantów 8, 80-254 Gdańsk, Poland;+48 733 480 555;2.0;4.9;125;True;False;False;[{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1100'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
101;Gdynia;ChIJS95AjsKh_UYRLfDY-IvSBds;Kraftowe Gemuse Kebab;['turkish'];Korzenna 8, 81-587 Gdynia, Poland;+48 784 898 026;2.0;4.7;381;False;False;False;[{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '1300'}}, {'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '1300'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '1300'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '1300'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '1300'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '1300'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1300'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
102;Gdynia;ChIJzbOdNj-h_UYRenUg16akT0c;Kto Napoli Pizza, Pasta & Friends;['pizza'];Leona Staniszewskiego 24, 81-603 Gdynia, Poland;+48 530 373 377;2.0;4.8;210;True;True;True;[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1300'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1300'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1300'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1300'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1300'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1300'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1300'}}];['meal_delivery', 'meal_takeaway', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']
103;Sopot;ChIJzZf1KZcK_UYRT1jcgb8x9h0;Kuchnia Wietnamska;['chinese'];Aleja Niepodległości 755, 81-838 Sopot, Poland;+48 729 384 914;1.0;4.6;1029;True;False;False;[{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '1100'}}];['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']
104;Sopot;ChIJmVsNoh-h_UYRQ4aevwaXvKg;LENA GRILL KEBAB;['turkish'];Wielkopolska 26, 81-552 Gdynia, Poland;+48 729 637 090;2.0;4.6;262;False;False;False;[{'close': {'day': 0, 'time': '2330'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '2330'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2330'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2330'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2330'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '2330'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '2330'}, 'open': {'day': 6, 'time': '1000'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
105;Sopot;ChIJZSWg-5AK_UYRKj1rGJSqbmo;La Bagatela;['french'];Dworcowa 5, 81-759 Sopot, Poland;+48 533 130 004;2.0;4.5;604;True;False;False;[{'close': {'day': 0, 'time': '1800'}, 'open': {'day': 0, 'time': '0730'}}, {'close': {'day': 1, 'time': '1800'}, 'open': {'day': 1, 'time': '0730'}}, {'close': {'day': 2, 'time': '1800'}, 'open': {'day': 2, 'time': '0730'}}, {'close': {'day': 3, 'time': '1800'}, 'open': {'day': 3, 'time': '0730'}}, {'close': {'day': 4, 'time': '1800'}, 'open': {'day': 4, 'time': '0730'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '0730'}}, {'close': {'day': 6, 'time': '1900'}, 'open': {'day': 6, 'time': '0730'}}];['bakery', 'cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']
106;Sopot;ChIJM6qj63wL_UYRFxTrJsA-v8s;La Bambina pizzeria di Ola e Piotr;['pizza'];Bohaterów Monte Cassino 11, 81-704 Sopot, Poland;+48 573 821 593;2.0;4.9;58;False;False;False;[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
107;Gdańsk;ChIJb_1MyNB0_UYRrntB3eK-W4E;La Bocca;['italian', 'pizza'];Startowa 30, wejście od, Pilotów 23, 80-461 Gdańsk, Poland;+48 887 887 414;2.0;4.3;826;True;True;True;[{'close': {'day': 0, 'time': '2130'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2130'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2130'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2130'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2130'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2130'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2130'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
108;Gdańsk;ChIJgR9pqgpz_UYRIZrH85VCpQ8;La Cucina Ristorante;['italian'];Róg ul.Szeroka / Tandeta, Tandeta 1, 80-835 Gdańsk, Poland;+48 505 313 777;2.0;4.4;1862;True;True;True;[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1300'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1300'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1300'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1300'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1300'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1300'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
109;Gdańsk;ChIJUU_KFYNz_UYRnLHwI2mC_qg;Lee's Chinese;['chinese'];Kartuska 20, 80-104 Gdańsk, Poland;+48 570 007 753;2.0;4.5;2915;True;True;True;[{'close': {'day': 0, 'time': '2130'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2130'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2130'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2130'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2130'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2130'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2130'}, 'open': {'day': 6, 'time': '1200'}}];['meal_takeaway', 'meal_delivery', 'restaurant', 'point_of_interest', 'food', 'establishment']
110;Gdańsk;ChIJHeDReHZz_UYRK-57lZZD838;Little Chinese;['chinese'];Korzenna 1B, 80-851 Gdańsk, Poland;+48 58 305 29 32;2.0;4.5;1578;True;False;False;[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
111;Gdynia;ChIJdcJlPyOn_UYRQX-9ME5nqpg;Lolo Thai Jolo;['chinese'];Jana z Kolna 2, 81-348 Gdynia, Poland;+48 512 644 412;2.0;4.6;4781;True;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1130'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 4, 'time': '2230'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 5, 'time': '2230'}, 'open': {'day': 5, 'time': '1130'}}, {'close': {'day': 6, 'time': '2230'}, 'open': {'day': 6, 'time': '1130'}}];['meal_delivery', 'night_club', 'bar', 'restaurant', 'point_of_interest', 'food', 'establishment']
112;Gdańsk;ChIJoRuBrEV1_UYRBcxroJh_Jqw;MAMI Sushi & Ramen Gdańsk-Jasień;['sushi'];Orzechowa 1, 80-125 Gdańsk, Poland;+48 504 593 292;3.0;4.5;645;True;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
113;Gdańsk;ChIJ1TlUK0MB_UYRa0nrSV9GkXg;MEXICAGA;['mexican'];Tartaczna 5, 80-839 Gdańsk, Poland;+48 797 112 826;2.0;4.8;1141;True;True;True;[{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '1300'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1300'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1300'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1300'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1300'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1300'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
114;Gdańsk;ChIJg8dsp35z_UYRYLOEqEkKcew;MONTOWNIA FOOD HALL;['mexican', 'indian'];Lisia Grobla 7, 80-860 Gdańsk, Poland;;2.0;4.7;3704;False;False;False;[{'close': {'day': 1, 'time': '0000'}, 'open': {'day': 0, 'time': '0700'}}, {'close': {'day': 2, 'time': '0000'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 3, 'time': '0000'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 4, 'time': '0000'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 5, 'time': '0000'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 6, 'time': '0200'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 0, 'time': '0200'}, 'open': {'day': 6, 'time': '0700'}}];['food', 'point_of_interest', 'establishment']
115;Gdynia;ChIJpQYWFrOn_UYRth3RHQqG2Qc;MORZE KEBSA - Craft & Gemüse Kebab;['turkish'];Ignacego Jana Paderewskiego 2, 81-198 Pogórze, Poland;+48 513 309 119;2.0;4.7;221;False;False;False;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'point_of_interest', 'food', 'establishment']
116;Gdańsk;ChIJh3MiF-h0_UYRRW3zqj3Ge5U;MaMi Sushi Garnizon;['japanese', 'sushi'];Mariana Hemara 3, 80-329 Gdańsk, Poland;+48 574 687 867;2.0;4.3;666;True;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
117;Gdynia;ChIJCaNrrWan_UYRtdi7uyzWs-c;Maczuga Gemüse kebab;['turkish'];10 Lutego 11, 81-366 Gdynia, Poland;+48 889 729 550;2.0;4.3;70;False;False;False;[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
118;Sopot;ChIJqTPVGU0L_UYRihMwev5EzwI;Made in Napoli;['italian', 'pizza'];Dworcowa 7, 81-704 Sopot, Poland;+48 536 322 622;2.0;4.5;1472;True;True;True;[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1400'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1400'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1300'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
119;Gdynia;ChIJC9ym5gOn_UYRezlOfwDoEkU;Mado Kebab Grill;['turkish'];Świętojańska 51, 81-391 Gdynia, Poland;+48 690 274 001;2.0;4.6;564;True;False;False;[{'close': {'day': 1, 'time': '0000'}, 'open': {'day': 0, 'time': '0900'}}, {'close': {'day': 2, 'time': '0000'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 3, 'time': '0000'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 4, 'time': '0000'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 5, 'time': '0000'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 6, 'time': '0300'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 0, 'time': '0300'}, 'open': {'day': 6, 'time': '0900'}}];['restaurant', 'point_of_interest', 'food', 'establishment']
120;Gdańsk;ChIJF7dc7xxz_UYRoLbLELbsfK8;Magari Gdańsk;['italian'];Stągiewna 26, 80-750 Gdańsk, Poland;+48 58 563 50 40;2.0;4.7;408;False;True;True;[{'close': {'day': 0, 'time': '1100'}, 'open': {'day': 0, 'time': '0700'}}, {'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '1030'}, 'open': {'day': 1, 'time': '0630'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '1030'}, 'open': {'day': 2, 'time': '0630'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '1030'}, 'open': {'day': 3, 'time': '0630'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '1030'}, 'open': {'day': 4, 'time': '0630'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '1030'}, 'open': {'day': 5, 'time': '0630'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '1100'}, 'open': {'day': 6, 'time': '0700'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
121;Gdańsk;ChIJE56fNgBz_UYRSpVMDQcrk74;Maharaja Lounge;['indian'];Szewska 1/4, 80-834 Gdańsk, Poland;+48 576 501 786;2.0;4.8;617;True;True;True;[{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1100'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
122;Gdynia;ChIJ92rUaQCj_UYRWijtDiaalgo;Maleńka Kapadocja;['turkish'];Stanisława Filipkowskiego 22/U3, 81-578 Gdynia, Poland;+48 572 566 744;2.0;4.5;28;False;False;False;[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1300'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1300'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1300'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1300'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1300'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1300'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
123;Gdynia;ChIJl1wbtzGn_UYRT5536ym5wZw;Malika Restaurant;['turkish'];Armii Krajowej 9/1, 81-395 Gdynia, Poland;+48 58 352 00 08;2.0;4.6;2141;True;True;True;[{'close': {'day': 0, 'time': '2030'}, 'open': {'day': 0, 'time': '0900'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '1300'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '1300'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1300'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '0900'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
124;Gdańsk;ChIJ3dW7yPRz_UYRiSG6day-HBk;Mama Indii - Chmielna;['indian'];Chmielna 72/5, 80-748 Gdańsk, Poland;+48 788 798 978;2.0;4.9;1286;True;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
